,recording_msid,track_metadata.mbid_mapping.recording_mbid,artists,full_artists,full_track_name
518,00775bdb-6cee-46bb-aec6-022cbcece8dd,e4e590fb-5115-4a6a-a5f6-699220e2040c,Slaves,Slaves,True Colors - Slaves
519,bec571d6-ac46-4aed-ac5f-679c40fa4e92,1f518ebe-3784-4929-9d8a-f50d75bb1b1e,Nerv,Nerv,Blue - Nerv
520,26eef8db-bde9-4ebd-88eb-91a61dcbb104,2b53c634-21e7-456c-9d67-8d398218601e,Slaves,Slaves,I’d Rather See Your Star Explode - Slaves
521,57593821-cfa1-425f-bded-0b3fbb8b7184,209571c1-0df7-4358-8059-43fbec04f7ec,Zach Bryan,Zach Bryan,Blue Jean Baby - Zach Bryan
522,63293eb9-4782-4231-b593-62a4190ac2a9,501af9e5-df3f-4fc4-8f70-b0149fabc270,Zach Bryan,Zach Bryan,Something in the Orange (Z&E’s version) - Zach Bryan
523,049192f4-affa-43c4-9b9c-c895b32eceac,45a9d11b-a600-4f43-83d1-136483b855a7,Zach Bryan,Zach Bryan,Motorcycle Drive By - Zach Bryan
524,e6858878-fab4-4d99-bdf3-333084137cb3,84fa3f47-5ea1-4b6e-996c-04af3e418d4a,Noah Kahan,Noah Kahan,Maine - Noah Kahan
525,9a3ecbdd-140c-4ff2-a527-5856fec28796,ccf68834-a924-4d82-854f-8649d6d3148d,Noah Kahan,Noah Kahan,Glue Myself Shut - Noah Kahan
526,0c74d2ad-65da-4214-8f59-3171e0364bbd,75929425-eac8-4309-b648-c785d51ad087,Noah Kahan,Noah Kahan,False Confidence - Noah Kahan
527,b410d82d-b554-423b-aec4-30173f62d1e8,8765de54-c759-48d1-8f18-4158901d301a,Noah Kahan,Noah Kahan,Homesick - Noah Kahan
528,06fa4e64-b191-4a85-9767-80cf81c52ac9,d742b0c5-b398-4c78-a563-92ba4e8f6143,Noah Kahan,Noah Kahan,Orange Juice - Noah Kahan
529,404a09a0-afb8-4276-a063-11ef86fe5854,5d9665dd-f26a-41bd-a490-8d5b230a4e16,Noah Kahan,Noah Kahan,"Everywhere, Everything - Noah Kahan"
530,c8d4a700-45e6-4d4a-a2c8-1723465210e3,fe57a3fa-883e-4dad-9d5d-0ec9ae71774f,Noah Kahan,Noah Kahan,She Calls Me Back - Noah Kahan
531,00a3ebf2-0c38-468c-a115-4a7365630bce,c741807c-0fbe-4429-ac63-d5dc4d8c7559,Noah Kahan,Noah Kahan,All My Love - Noah Kahan
532,bbc7ff41-f500-4006-a088-70c3159cec56,236ccab4-fc8a-4e18-8e85-317340ae78b6,Noah Kahan,Noah Kahan,Stick Season - Noah Kahan
533,c6eeda97-0412-42b5-9b8c-8c06883de912,9ec974b9-ba99-434f-942a-99d6cc567933,Noah Kahan,Noah Kahan,Northern Attitude - Noah Kahan
534,c8e8652e-69d9-4434-83ef-d98d65dcb6e9,02f7121f-0b5e-4920-bd2b-04065c0754dd,Noah Kahan,Noah Kahan,You’re Gonna Go Far - Noah Kahan
535,876d75c5-4592-4080-a765-c4fcbdf6fcda,90e79f4d-66d8-4501-bcd8-b9f75f4ac780,Noah Kahan,Noah Kahan,Dial Drunk - Noah Kahan
536,08639b3d-8c22-4c88-9bb5-c53fa051ca81,6f2b4fa8-55f9-4d06-8c41-a5d5f4fca63b,Noah Kahan,Noah Kahan,Part of Me - Noah Kahan
537,541aec89-bdc0-45d1-8a8a-c634f40435cd,e147e8e6-ac7c-4242-8374-37ab2f80afe4,Zach Bryan,Zach Bryan  feat.  Noah Kahan ,Sarah’s Place - Zach Bryan  feat.  Noah Kahan 
537,541aec89-bdc0-45d1-8a8a-c634f40435cd,e147e8e6-ac7c-4242-8374-37ab2f80afe4,Noah Kahan,Zach Bryan  feat.  Noah Kahan ,Sarah’s Place - Zach Bryan  feat.  Noah Kahan 
538,902fcfa4-65c4-4ff5-b119-b511849d5572,8fe9f33c-ab92-4231-acdc-e5dbdcd28557,Zach Bryan,Zach Bryan,Dear Miss - Zach Bryan
539,cf8f40bd-0009-4637-94e2-9f4c92ff1e04,bf08f362-f6ac-42ab-8f19-d840b90625f6,Zach Bryan,Zach Bryan,28 - Zach Bryan
540,d8e04315-5f8e-423e-9124-64149ad2c431,abae80a9-e692-49a0-8f5a-cc05fc9f3a9f,Zach Bryan,Zach Bryan,Pink Skies - Zach Bryan
541,362a7b4d-d6e5-435e-86d8-29d8b4a182b8,1acdcd91-4073-49a4-a153-5c47b58fb32e,Zach Bryan,Zach Bryan  ft.  The Lumineers ,Spotless - Zach Bryan  ft.  The Lumineers 
541,362a7b4d-d6e5-435e-86d8-29d8b4a182b8,1acdcd91-4073-49a4-a153-5c47b58fb32e,The Lumineers,Zach Bryan  ft.  The Lumineers ,Spotless - Zach Bryan  ft.  The Lumineers 
542,09f86be9-9b69-4064-91ba-d3fa672cee13,1548736b-2ff2-41c8-a1a8-47c744906331,Zach Bryan,Zach Bryan,Tourniquet - Zach Bryan
543,640ecacd-a0a2-4fc7-a271-e11fbcae34bf,010e7b4d-9e25-45c6-aaaa-d259f7007e99,Zach Bryan,Zach Bryan  ft.  Kacey Musgraves ,I Remember Everything - Zach Bryan  ft.  Kacey Musgraves 
543,640ecacd-a0a2-4fc7-a271-e11fbcae34bf,010e7b4d-9e25-45c6-aaaa-d259f7007e99,Kacey Musgraves,Zach Bryan  ft.  Kacey Musgraves ,I Remember Everything - Zach Bryan  ft.  Kacey Musgraves 
544,a4b03a0b-2f62-4777-b33a-2d62accf8e78,f6d454f4-9d17-4b4e-9bcb-ef92563e356f,Zach Bryan,Zach Bryan  ft.  War and Treaty ,Hey Driver - Zach Bryan  ft.  War and Treaty 
544,a4b03a0b-2f62-4777-b33a-2d62accf8e78,f6d454f4-9d17-4b4e-9bcb-ef92563e356f,War and Treaty,Zach Bryan  ft.  War and Treaty ,Hey Driver - Zach Bryan  ft.  War and Treaty 
545,063f09d6-6304-4e18-a11f-d59121c75641,ad1eb2af-6332-44ce-9cd9-42a5bda9ea62,Kendrick Lamar,Kendrick Lamar,i - Kendrick Lamar
546,00d1c358-cb83-4cfa-9cdd-e3d8cb43480b,398bf241-7d57-4993-860b-1f9ef496c97f,Kendrick Lamar,Kendrick Lamar,HUMBLE. - Kendrick Lamar
547,38a35e19-41dd-4a5f-84b2-d7a59b659d7d,5339459c-d3b2-44c8-bf30-11feb9d2db87,Kendrick Lamar,Kendrick Lamar,HiiiPoWeR - Kendrick Lamar
548,764d517d-0caa-4d01-ae7c-7e92abe45cbd,968091e9-0e7d-4ed7-a8a7-03af702da915,Kendrick Lamar,"Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh ","gnx - Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh "
548,764d517d-0caa-4d01-ae7c-7e92abe45cbd,968091e9-0e7d-4ed7-a8a7-03af702da915,Hitta J3,"Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh ","gnx - Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh "
548,764d517d-0caa-4d01-ae7c-7e92abe45cbd,968091e9-0e7d-4ed7-a8a7-03af702da915,Youngthreat,"Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh ","gnx - Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh "
548,764d517d-0caa-4d01-ae7c-7e92abe45cbd,968091e9-0e7d-4ed7-a8a7-03af702da915,Peysoh,"Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh ","gnx - Kendrick Lamar  feat.  Hitta J3 ,  Youngthreat ,  Peysoh "
549,a983ba98-9a14-4caa-af9f-949d7cb4062f,51f80f16-e7af-43b3-a301-d8f94fcc6b98,Kendrick Lamar,Kendrick Lamar  with  SZA ,gloria - Kendrick Lamar  with  SZA 
549,a983ba98-9a14-4caa-af9f-949d7cb4062f,51f80f16-e7af-43b3-a301-d8f94fcc6b98,SZA,Kendrick Lamar  with  SZA ,gloria - Kendrick Lamar  with  SZA 
550,18f4e0ca-124a-40ee-b3fb-d2cf3627b0e1,fdebc7bc-27df-4316-b944-f0187235c617,J. Cole,J. Cole  feat.  Kendrick Lamar ,Forbidden Fruit - J. Cole  feat.  Kendrick Lamar 
550,18f4e0ca-124a-40ee-b3fb-d2cf3627b0e1,fdebc7bc-27df-4316-b944-f0187235c617,Kendrick Lamar,J. Cole  feat.  Kendrick Lamar ,Forbidden Fruit - J. Cole  feat.  Kendrick Lamar 
551,1c71302b-8f89-4e0b-8cef-1bfc06a17db5,194b7699-71d0-4064-9ac7-bff3735a4b03,Kendrick Lamar,Kendrick Lamar,FEEL. - Kendrick Lamar
552,0d881398-4de1-4363-95a9-605ab52082c7,1878d513-3436-4495-a88d-08225ce9bd06,Kendrick Lamar,Kendrick Lamar,FEAR. - Kendrick Lamar
553,05b6f014-641a-4d4b-8e26-1d02a1f4d2b6,9aa8eb37-358c-4658-a946-6e03ab66ceb2,Kendrick Lamar,Kendrick Lamar  ft.  Sampha ,Father Time - Kendrick Lamar  ft.  Sampha 
553,05b6f014-641a-4d4b-8e26-1d02a1f4d2b6,9aa8eb37-358c-4658-a946-6e03ab66ceb2,Sampha,Kendrick Lamar  ft.  Sampha ,Father Time - Kendrick Lamar  ft.  Sampha 
554,724f9074-f14f-4d8f-9a69-91e08df5e34e,d1253e07-ecc6-4136-9fda-a9a089d5cb59,Baby Keem,Baby Keem  &  Kendrick Lamar ,family ties - Baby Keem  &  Kendrick Lamar 
554,724f9074-f14f-4d8f-9a69-91e08df5e34e,d1253e07-ecc6-4136-9fda-a9a089d5cb59,Kendrick Lamar,Baby Keem  &  Kendrick Lamar ,family ties - Baby Keem  &  Kendrick Lamar 
555,38fe96fa-fd3f-4e00-9b8b-da723bf11b7c,1b81d4d9-12f1-4143-a71a-2cd629fbf0a0,Echosmith,Echosmith,Cool Kids - Echosmith
556,1b356493-baed-4c40-90a4-2df70d8f2f9f,8b325d97-a4a0-430d-acc2-522a6b5441e6,The Neighbourhood,The Neighbourhood,How - The Neighbourhood
557,34e7f8cc-fe6b-4247-8736-af8564d3613f,5ce32c3d-d73c-4d96-a805-bb3ee9a29ed1,The Neighbourhood,The Neighbourhood,Baby Came Home 2 / Valentines - The Neighbourhood
558,b5deef95-442a-4002-a063-a22db9e50249,f1b3f5a1-5087-407c-beb1-cc2e5b4c565e,The Neighbourhood,The Neighbourhood,Heaven - The Neighbourhood
559,747bd479-f25a-4330-b2e8-1339905dccd6,6585d05f-0428-4649-92b9-fb67c89e4247,NOTHING MORE,NOTHING MORE,DOWN THE RIVER - NOTHING MORE
560,8bf98acd-d4c3-45bf-bb8f-8e63451233df,02759489-c74f-4000-9c9f-8355feb2e65e,Treaty Oak Revival,Treaty Oak Revival,Missed Call - Treaty Oak Revival
561,f1c9f590-c71b-4e06-9de8-71bec5c09d9e,a0351e9f-24c5-4e11-92b5-07c900d53521,AVOID,AVOID,HEAT - AVOID
562,a9c8a8e7-6226-4c3b-a114-2e6b0c48edfc,2190bfe5-e811-48d9-a4da-1123e2fde3d4,Pierce the Veil,Pierce the Veil,"Damn the Man, Save the Empire - Pierce the Veil"
563,812fd0f7-9604-4ef2-ad2d-ad55d7c954e2,bc6d992e-8c67-45fe-96a2-2637162dcd7e,Pierce the Veil,Pierce the Veil,Bulletproof Love - Pierce the Veil
564,54d5a06a-2ac6-403f-a51d-d828579c8a3d,fd0f1ec4-b075-4de4-8781-577eabcf9a2e,Sleep Token,Sleep Token,Take Me Back to Eden - Sleep Token
565,6c359dd8-6fc9-4110-96bb-1b12eec5e1a7,b847f2bf-982c-4b65-84f7-444f78b20ee3,Sleep Token,Sleep Token,Past Self - Sleep Token
566,5e5db633-cc90-4311-9e91-3143c0d49743,332c290d-ae89-406d-a1c8-af0246a5e738,XXXTENTACION,XXXTENTACION,YuNg BrAtZ - XXXTENTACION
567,df073db6-1001-4a68-aa75-df6206f1c866,4c163285-b9eb-408f-8a28-b771b9489479,Apocalyptica,Apocalyptica  feat.  Lzzy Hale ,Talk to Me - Apocalyptica  feat.  Lzzy Hale 
567,df073db6-1001-4a68-aa75-df6206f1c866,4c163285-b9eb-408f-8a28-b771b9489479,Lzzy Hale,Apocalyptica  feat.  Lzzy Hale ,Talk to Me - Apocalyptica  feat.  Lzzy Hale 
568,fce93b0d-8606-4516-bc55-022da342873e,d9059bd1-9c39-4262-a257-c23641cceb79,The Neighbourhood,The Neighbourhood,Mute - The Neighbourhood
569,071de094-011c-4a68-8e37-d7c5a9d60a1f,9ae2199c-c14b-4dbb-ac4d-91a248ccceeb,Jason Aldean,Jason Aldean,Big Green Tractor - Jason Aldean
570,b1e2af13-9e4f-471d-9ac6-f4a85b9fb1a4,af800bd6-04bf-438f-99fc-833a0200d10c,J.I.D,J.I.D,151 Rum - J.I.D
571,48963fdd-799c-4744-8928-ea5c106b65d1,94fbc248-9d41-4d15-bbf3-701ea3a0318c,Nick Jonas,Nick Jonas  feat.  Tove Lo ,Close - Nick Jonas  feat.  Tove Lo 
571,48963fdd-799c-4744-8928-ea5c106b65d1,94fbc248-9d41-4d15-bbf3-701ea3a0318c,Tove Lo,Nick Jonas  feat.  Tove Lo ,Close - Nick Jonas  feat.  Tove Lo 
572,246e2e7e-68e9-4ab7-97ab-ff39b7adbe38,69576cac-44de-47a8-bc94-047fc1be2aeb,Slaves,Slaves,Cursed - Slaves
573,92d274fb-2636-4f53-a497-00023b1f893d,8f848999-ebf3-40db-93f6-45064c3138ab,BRKN LOVE,BRKN LOVE,Fever Dream - BRKN LOVE
574,03731474-0d20-4f29-910a-60e583ac33f3,5b1657a5-2e0c-4249-9488-655c7cd969a2,Denzel Curry,Denzel Curry,Ultimate - Denzel Curry
575,d863f4f7-3fd8-4c6e-a38a-1c473debc43b,883dcc72-af0b-4195-902a-409a933bf6ac,The Neighbourhood,The Neighbourhood  feat.  Raury ,warm - The Neighbourhood  feat.  Raury 
575,d863f4f7-3fd8-4c6e-a38a-1c473debc43b,883dcc72-af0b-4195-902a-409a933bf6ac,Raury,The Neighbourhood  feat.  Raury ,warm - The Neighbourhood  feat.  Raury 
576,0c95afb0-d3d6-4ff0-9f5d-fd67c5e66772,106533ae-cbcb-4e36-b652-11b2caa7bd9b,Luke Christopher,Luke Christopher,Selfless - Luke Christopher
577,5ff8f3b0-fe9d-419c-81ec-0c063d3de304,8045a1a8-f17d-4d5a-a09d-f65020871611,Tucker Wetmore,Tucker Wetmore,Wind Up Missin’ You - Tucker Wetmore
578,2d6454bd-2612-40ec-9b8c-ba90755782a7,c0184143-477e-4485-8f86-3672ee73af2f,All Time Low,All Time Low,Blinding Lights - All Time Low
579,10790cf7-b636-4802-9c15-31c17c42ced2,04cf326e-a847-4f72-8f26-c7b97c6e42d7,Asking Alexandria,Asking Alexandria,Hopelessly Hopeful - Asking Alexandria
580,23bc8be4-e913-4367-a31c-38f3ab1ce46f,18e2cf75-1514-4d22-81bb-05c168f36de7,The Neighbourhood,The Neighbourhood  feat.  G‐Eazy ,When I Get Back - The Neighbourhood  feat.  G‐Eazy 
580,23bc8be4-e913-4367-a31c-38f3ab1ce46f,18e2cf75-1514-4d22-81bb-05c168f36de7,G‐Eazy,The Neighbourhood  feat.  G‐Eazy ,When I Get Back - The Neighbourhood  feat.  G‐Eazy 
581,30d3c110-ed73-46de-a6ec-0bc921ac1a23,352fa6c0-4f94-41fa-a0d2-462513b31bb9,AVOID,AVOID,Over Now - AVOID
582,b85f7e46-6c9b-4fac-8634-33c8733aef88,ec956a0c-5e4e-48db-b536-eed5357603f3,blackbear,blackbear,do re mi - blackbear
583,bd0c8abf-d5ca-4f45-84e8-1df28bae104c,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,Dance Gavin Dance,Dance Gavin Dance,Cream of the Crop - Dance Gavin Dance
584,9f2efa6e-b5e0-4407-acaf-8c36dcd7473b,7203c23a-5f31-4847-a50e-8a67bb26b43b,Ariana Grande,Ariana Grande,7 rings - Ariana Grande
585,e49a3290-66ff-41a3-806c-9c4fab4d1e59,a6369671-2108-4c52-8680-dc03f74a9497,Papa Roach,Papa Roach,Kill the Noise - Papa Roach
586,1d7a6787-c91f-42ee-bfba-0f3b243ef39f,540d5d28-1c1a-4158-9eaf-bc2c298f5d69,6LACK,6LACK,Ex Calling - 6LACK
587,2d324f0c-7694-4b4a-9961-6cbf5aaaa548,f93ab292-594b-4bdd-93dd-7abc8c905314,Luke Combs,Luke Combs,Beer Never Broke My Heart - Luke Combs
588,3b5557af-0297-4295-89e1-551c950e1e90,1b402e45-817e-421c-b09b-56dee8e544c7,The Neighbourhood,The Neighbourhood,Prey - The Neighbourhood
589,2852fb08-7237-4ec9-ae84-877a0e7e6172,7b9ebd5c-facb-4987-b1ea-4e328a4c9140,JID,JID,Sistanem - JID
590,22c42101-0c77-4e3f-92ee-f262a95e5efd,4691a43c-21a0-43fd-8231-32fe0390ee6e,J.I.D,J.I.D  feat.  Mereba ,All Bad - J.I.D  feat.  Mereba 
590,22c42101-0c77-4e3f-92ee-f262a95e5efd,4691a43c-21a0-43fd-8231-32fe0390ee6e,Mereba,J.I.D  feat.  Mereba ,All Bad - J.I.D  feat.  Mereba 
591,44c1f2a2-768f-4c36-b527-5ad0ecb56d2d,985cfe18-0339-4279-9630-4a6668f90b2e,J.I.D,J.I.D,Bruuuh - J.I.D
592,058cc3d1-5f42-4e9e-9504-a372e7ee5fec,9e0f4abb-0026-4e0f-8514-eff7a6260cce,J.I.D,J.I.D,Workin Out - J.I.D
593,532a5f7d-f3b2-4384-96f9-1ef77c4789b1,1405fcb1-05c5-4f6f-874f-bb7eb51bbcba,JID,JID,Gz - JID
594,82915246-27c4-4610-9e78-92ff7b02d0e1,cfbe0248-3bd8-421a-803e-ea5c2e7456f3,JID,JID  feat.  Yasiin Bey ,Stars - JID  feat.  Yasiin Bey 
594,82915246-27c4-4610-9e78-92ff7b02d0e1,cfbe0248-3bd8-421a-803e-ea5c2e7456f3,Yasiin Bey,JID  feat.  Yasiin Bey ,Stars - JID  feat.  Yasiin Bey 
595,6e0e6b9c-9bad-4803-8116-26258f57b0be,137ac06a-d5dc-410c-8f14-4bdd656e200f,JID,"JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes ","Stick - JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes "
595,6e0e6b9c-9bad-4803-8116-26258f57b0be,137ac06a-d5dc-410c-8f14-4bdd656e200f,J. Cole,"JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes ","Stick - JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes "
595,6e0e6b9c-9bad-4803-8116-26258f57b0be,137ac06a-d5dc-410c-8f14-4bdd656e200f,Kenny Mason,"JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes ","Stick - JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes "
595,6e0e6b9c-9bad-4803-8116-26258f57b0be,137ac06a-d5dc-410c-8f14-4bdd656e200f,Sheck Wes,"JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes ","Stick - JID ,  J. Cole ,  Kenny Mason  &  Sheck Wes "
596,2cf6d4b2-3861-47cd-b145-8abf0f4da116,81053f7a-bc1e-4df3-b334-4ae881d9e42c,J.I.D,J.I.D,EdEddnEddy - J.I.D
597,dcfa4d3d-ecf7-4b6f-bff4-5b76c47c1dff,736272d2-6f6b-49b1-baa6-ce9a3f711ff4,JID,JID,K‐Word - JID
598,2d980d17-45d2-49be-a4bb-1b397cb8426f,f58928ac-63c8-436e-bd13-e884c76a0d85,JID,JID  feat.  Ravyn Lenae  &  Eryn Allen Kane ,Lauder Too - JID  feat.  Ravyn Lenae  &  Eryn Allen Kane 
598,2d980d17-45d2-49be-a4bb-1b397cb8426f,f58928ac-63c8-436e-bd13-e884c76a0d85,Ravyn Lenae,JID  feat.  Ravyn Lenae  &  Eryn Allen Kane ,Lauder Too - JID  feat.  Ravyn Lenae  &  Eryn Allen Kane 
598,2d980d17-45d2-49be-a4bb-1b397cb8426f,f58928ac-63c8-436e-bd13-e884c76a0d85,Eryn Allen Kane,JID  feat.  Ravyn Lenae  &  Eryn Allen Kane ,Lauder Too - JID  feat.  Ravyn Lenae  &  Eryn Allen Kane 
599,2fa746b4-7efb-4280-9053-96632635c9d5,cb5218b4-0e0d-4c90-9492-234c00b21010,Dreamville,"Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples ","Up Up Away - Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples "
599,2fa746b4-7efb-4280-9053-96632635c9d5,cb5218b4-0e0d-4c90-9492-234c00b21010,J.I.D,"Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples ","Up Up Away - Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples "
599,2fa746b4-7efb-4280-9053-96632635c9d5,cb5218b4-0e0d-4c90-9492-234c00b21010,EARTHGANG,"Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples ","Up Up Away - Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples "
599,2fa746b4-7efb-4280-9053-96632635c9d5,cb5218b4-0e0d-4c90-9492-234c00b21010,Vince Staples,"Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples ","Up Up Away - Dreamville ,  J.I.D  &  EARTHGANG  feat.  Vince Staples "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Dreamville,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Bas,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,JID,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Guapdad 4000,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Reese LAFLARE,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Jace,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Mez,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Smokepurpp,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Buddy,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
600,fa7ac2bf-790e-44dd-987d-83d897878a07,2b57cf52-a8b9-4890-874f-b84fda86e746,Ski Mask the Slump God,"Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God ","Costa Rica - Dreamville ,  Bas  &  JID  feat.  Guapdad 4000 ,  Reese LAFLARE ,  Jace ,  Mez ,  Smokepurpp ,  Buddy  &  Ski Mask the Slump God "
601,b2c090f7-a6f0-49ff-9864-86fd837f543c,f63cd83d-cfcc-4531-972e-630caf71c4b3,J.I.D,J.I.D  feat.  6LACK  &  Ella Mai ,Tiiied - J.I.D  feat.  6LACK  &  Ella Mai 
601,b2c090f7-a6f0-49ff-9864-86fd837f543c,f63cd83d-cfcc-4531-972e-630caf71c4b3,6LACK,J.I.D  feat.  6LACK  &  Ella Mai ,Tiiied - J.I.D  feat.  6LACK  &  Ella Mai 
601,b2c090f7-a6f0-49ff-9864-86fd837f543c,f63cd83d-cfcc-4531-972e-630caf71c4b3,Ella Mai,J.I.D  feat.  6LACK  &  Ella Mai ,Tiiied - J.I.D  feat.  6LACK  &  Ella Mai 
602,74116ed1-6841-4773-a01e-fddf1db9ca16,d064e2ff-c16a-44a7-8218-e6c7f6da3acf,JID,JID  &  Vince Staples ,VCRs - JID  &  Vince Staples 
602,74116ed1-6841-4773-a01e-fddf1db9ca16,d064e2ff-c16a-44a7-8218-e6c7f6da3acf,Vince Staples,JID  &  Vince Staples ,VCRs - JID  &  Vince Staples 
603,ff5db728-dce1-44e5-9e78-a0bdf9966e9d,8ba33578-8128-484a-b255-c6e2b9e078eb,JID,JID,Kody Blu 31 - JID
604,a2b944f8-4632-421a-a116-53cd816f10ba,52dc7b3e-1448-4dbc-b8fd-ca0c37bde753,The Neighbourhood,The Neighbourhood,Stupid Boy - The Neighbourhood
605,26cd54b1-0092-4922-95c2-27acb499a5ec,43615315-dcb0-414c-8cfa-4fba0c6ac35f,The Neighbourhood,The Neighbourhood,Middle of Somewhere - The Neighbourhood
