,recording_msid,track_metadata.mbid_mapping.recording_mbid,artists,full_artists,full_track_name
256,15356561-aa33-49e6-84de-f18151d9f48d,9f8755f0-f7b7-428a-842c-2f445ae46626,ERNEST,Morgan Wallen  feat.  ERNEST ,Cowgirls - Morgan Wallen  feat.  ERNEST 
257,acdf9787-fba5-43f0-82e4-d3159d7aef38,37b04338-bc18-41b7-9eb9-636213f81095,Kendrick Lamar,Kendrick Lamar,Swimming Pools - Kendrick Lamar
258,8f1e2341-2909-478d-9ba5-dee527780048,9aca4fb5-6408-463e-8584-79169217b45d,Tory Lanez,Tory Lanez  &  Mansa ,10 F*CKS - Tory Lanez  &  Mansa 
258,8f1e2341-2909-478d-9ba5-dee527780048,9aca4fb5-6408-463e-8584-79169217b45d,Mansa,Tory Lanez  &  Mansa ,10 F*CKS - Tory Lanez  &  Mansa 
259,80d49c25-ab8b-4647-8a97-860a364d703f,cc7eb075-fd7b-449b-8b23-e16a85f6adc2,Juice WRLD,Juice WRLD,Horrible - Juice WRLD
260,980818fe-8cf0-4aad-b9f5-3e7095a63042,0f787784-868a-45ac-a0cf-607fafd97e40,Treaty Oak Revival,Treaty Oak Revival,See You in Court - Treaty Oak Revival
261,45eed945-50dd-4981-85c9-7a5cd4751f1b,62851a84-b837-4356-9e05-ebd8b68c0dad,Jay‐Z,Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream ,No Church in the Wild - Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream 
261,45eed945-50dd-4981-85c9-7a5cd4751f1b,62851a84-b837-4356-9e05-ebd8b68c0dad,Kanye West,Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream ,No Church in the Wild - Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream 
261,45eed945-50dd-4981-85c9-7a5cd4751f1b,62851a84-b837-4356-9e05-ebd8b68c0dad,Frank Ocean,Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream ,No Church in the Wild - Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream 
261,45eed945-50dd-4981-85c9-7a5cd4751f1b,62851a84-b837-4356-9e05-ebd8b68c0dad,The‐Dream,Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream ,No Church in the Wild - Jay‐Z  &  Kanye West  feat.  Frank Ocean  &  The‐Dream 
262,533d88f6-f846-4a80-b3c0-4a6e38de4125,92dc3758-10e8-4a22-92f8-1b43e0ce00c1,Future,Future,Solo - Future
263,429c36d2-5f99-4832-80c0-9ecff8c2d457,cddce62b-ca54-4571-9a4c-57ef33143e4b,Lil Uzi Vert,Lil Uzi Vert,For Real - Lil Uzi Vert
264,0be68806-5bd7-4440-8fd6-b75ef0ec9f2e,ba359bba-05b5-4079-bbee-c7cb8e762852,NF,NF,Let You Down - NF
265,110319ba-609b-4c16-9da4-c3312a07cd43,538661e2-f9bd-4354-84d5-abefc21d9ec5,Bryson Tiller,Bryson Tiller,Sorry Not Sorry - Bryson Tiller
266,a93ba575-27e6-426f-9e20-e6b203c63d5f,59caab58-5a80-4f19-9f82-1ca99ba743c2,Sleep Token,Sleep Token,Damocles - Sleep Token
267,024d9715-65b5-4bfc-a4e3-d5a6f9bf6ccc,6a00dc79-886a-4a66-9fa7-2a752b6c25d6,The Home Team,The Home Team,Loud - The Home Team
268,8cb61ed6-ae31-4770-9490-858051dd7e84,14076ca4-0c80-4797-9b78-a85d8a3185a4,Shinedown,Shinedown,Dead Don’t Die - Shinedown
269,03900934-136c-43aa-8191-898b31c49f7e,898059a0-753c-4943-9604-d3c0e2929d81,Kendrick Lamar,Kendrick Lamar,DNA. - Kendrick Lamar
270,9fba0f6b-9570-4f9d-a073-9e52b0e7a3f4,e79785b1-c27c-4ed5-9c6d-e596e3382120,Paramore,Paramore,Hard Times - Paramore
271,f2feedb0-fa76-40d9-8e3f-7bcc16fed0e3,4b2f966b-c3ab-4428-bb29-e9d89d4d99bb,Pierce the Veil,Pierce the Veil,I’d Rather Die Than Be Famous - Pierce the Veil
272,427d423a-6faf-4e93-850c-04c7c14c6f61,ee04a1cd-70da-4eb9-a1a2-b0bdde818df3,Pierce the Veil,Pierce the Veil,Currents Convulsive - Pierce the Veil
273,396f25d2-8d35-4bc3-a9e9-5d14f5e0f8c4,,,,I - Luke Christopher
274,7c14149e-cb78-430d-9846-22426f31ab94,dc70d850-e420-4dff-9e45-6f419403fbe5,NOTHING MORE,NOTHING MORE,GIVE IT TIME - NOTHING MORE
275,155213dc-d946-41a1-853a-56f7387e1559,c6231be9-e769-47d9-b279-bc3a38aca2fe,Baby Keem,Baby Keem,trademark usa - Baby Keem
276,0e2aa76f-c59b-4670-86df-f184af614748,7b00ef75-d410-416c-8187-be66f3f5ac15,BRKN LOVE,BRKN LOVE,One in the Same - BRKN LOVE
277,2f8c659a-f25e-438b-a079-2c7ae002a9e4,de3108c1-61de-42ec-b82b-daa9954ca231,J. Cole,J. Cole,KOD - J. Cole
278,0cf88c5b-e8aa-4d8d-b40e-006b2a4dcf31,4119d13d-eb49-4322-bf20-ac5f94562a2f,Kingdom of Giants,Kingdom of Giants,Two Suns - Kingdom of Giants
279,15d2d84e-db91-4a9a-b089-c11a0f3ea870,9b75b02f-942f-4b5b-83fa-0aeab2f236de,Kendrick Lamar,Kendrick Lamar,Rich Spirit - Kendrick Lamar
280,cbd08f61-7b16-46c6-93c7-17167919a51e,ab923db7-0df4-42fb-8d76-29271a8da134,ScHoolboy Q,ScHoolboy Q,Gang Gang - ScHoolboy Q
281,8f7edc81-14f9-4703-9699-2dfdc0dbb5fe,94b94e05-747c-4ef3-9342-aa35862516aa,Sleep Token,Sleep Token,Caramel - Sleep Token
282,0b1ad0d2-8fbc-400c-ae36-154abf9d66f2,de58bea3-3c64-48ed-a516-288d04545ae6,Sleep Token,Sleep Token,Vore - Sleep Token
283,f31fad7c-ae01-43da-9599-e8ceecd69fc8,519cca86-4b33-4c09-85e5-f455ab5d7f4e,sace6,sace6,devotion - sace6
284,27b2a360-6b02-4396-9a50-dc3b742fa5b2,30be0f82-1a89-4fc4-be4e-f771787a2064,Normandie,Normandie  feat.  Dani Winter‐Bates ,Hourglass - Normandie  feat.  Dani Winter‐Bates 
284,27b2a360-6b02-4396-9a50-dc3b742fa5b2,30be0f82-1a89-4fc4-be4e-f771787a2064,Dani Winter‐Bates,Normandie  feat.  Dani Winter‐Bates ,Hourglass - Normandie  feat.  Dani Winter‐Bates 
285,2503ffa7-7a16-42e8-868d-7840c4872d27,73accbbc-eec3-40e1-9fa0-0add913e657f,Baby Keem,Baby Keem,House Money - Baby Keem
286,cfe00434-f692-44c8-be32-ebfb7017102e,a0292b29-0855-45f4-a78a-2427656585dc,ASAP Rocky,ASAP Rocky  and  Tim Burton  feat.  Brent Faiyaz ,STAY HERE 4 LIFE - ASAP Rocky  and  Tim Burton  feat.  Brent Faiyaz 
286,cfe00434-f692-44c8-be32-ebfb7017102e,a0292b29-0855-45f4-a78a-2427656585dc,Tim Burton,ASAP Rocky  and  Tim Burton  feat.  Brent Faiyaz ,STAY HERE 4 LIFE - ASAP Rocky  and  Tim Burton  feat.  Brent Faiyaz 
286,cfe00434-f692-44c8-be32-ebfb7017102e,a0292b29-0855-45f4-a78a-2427656585dc,Brent Faiyaz,ASAP Rocky  and  Tim Burton  feat.  Brent Faiyaz ,STAY HERE 4 LIFE - ASAP Rocky  and  Tim Burton  feat.  Brent Faiyaz 
287,877acd33-49b7-497c-b2fe-0d1bea292131,475f25f1-89bb-4f65-a4e2-f91ea238c00e,Before Today,Before Today,Shallow Pockets - Before Today
288,4d298659-77f8-4bf5-a624-b89685e5c177,710e4a74-5def-4929-9dab-b3f142566a21,Loathe,Loathe,Is It Really You? - Loathe
289,eba9f422-7638-432c-bc80-b7dab6fdc06d,2f4735d9-3b02-4ac2-ba72-0312cefefa6f,Baby Keem,Baby Keem,Ca$ino - Baby Keem
290,71d67442-6399-4254-8380-97d830a0f712,89d34471-55e8-4c1c-934d-ed521a0012c8,Issues,Issues,Drink About It - Issues
291,c91e0639-95c7-46ed-8b95-ceda77edb384,c321e81c-c57c-4d83-8084-2ea9867e11b1,Traceless,Traceless,I'm Fine - Traceless
292,90c05825-5e6d-42d3-a555-30c05505d054,7e6f9a23-908d-4f71-b003-e8a2fc63fdc5,Siamese,Siamese,OCEAN BED - Siamese
293,c13d0e7e-095c-4806-8c9a-f2a21aa27a6b,d7471960-73b9-4125-aaf0-438a4acdc81c,Nevertel,Nevertel,Sacrifice - Nevertel
294,7efbe987-f6bf-412c-b9fe-928040ffc9cd,ee1ab78f-dd35-4684-a67d-eb74f9d5e6ef,Nate Vickers,Nate Vickers,Over & Over - Nate Vickers
295,59084db0-f0b9-408f-8cb9-e91ae0c112af,ce4d0fa8-64a9-493f-8a27-a247df9939ef,Dexter and The Moonrocks,Dexter and The Moonrocks,Freakin’ Out - Dexter and The Moonrocks
296,443a858d-44a6-4b4d-989f-6f0de6ef3b55,11206f14-56ed-4f1d-8176-b1155935dc49,GARZI,GARZI  &  Memphis May Fire ,GrowingUp - GARZI  &  Memphis May Fire 
296,443a858d-44a6-4b4d-989f-6f0de6ef3b55,11206f14-56ed-4f1d-8176-b1155935dc49,Memphis May Fire,GARZI  &  Memphis May Fire ,GrowingUp - GARZI  &  Memphis May Fire 
297,1cc50355-2daa-410c-a7ec-4ec4c54688cb,67893a21-f6cc-4378-901a-789d3186a0e1,The Neighbourhood,The Neighbourhood,$TING - The Neighbourhood
298,f699612d-961e-4aad-a0bc-1ce0f07c25e7,ed383ba1-e4c4-4c3c-9498-b2fc3169ed91,FEVER 333,FEVER 333,$wing - FEVER 333
299,872d8f5f-553a-49e6-baba-285863304b7f,f5132c2a-203e-454a-9518-e994e40daf3a,twenty one pilots,twenty one pilots,Nico and the Niners - twenty one pilots
300,a910d280-3f99-401f-a3af-61967fd7149e,44658e73-cf08-4e6c-a850-a62a92ab409b,Highly Suspect,Highly Suspect,Ice Cold - Highly Suspect
301,2340f851-1fa3-4d9b-84b7-abdbff874b47,b5699119-8700-466d-8669-4db2a1ae0497,Kiana Ledé,Kiana Ledé,Mad at Me. - Kiana Ledé
302,7c801e93-95be-4c62-8b44-10a472669c59,9e114784-ffbd-4f1f-9165-ccd1448ec839,Nothing But Thieves,Nothing But Thieves,If I Were You - Nothing But Thieves
303,6e8db6d1-9d44-4c78-af0f-89da9c640b4f,4ab25397-1c84-4660-b800-a4817fd5737a,Aminé,Aminé,Can’t Decide - Aminé
304,a1f38ca9-ab21-40c1-937e-c93e49226c1e,c764a997-96aa-4875-a60b-fecc2263ab1b,Pierce the Veil,Pierce the Veil,Chemical Kids and Mechanical Brides - Pierce the Veil
305,60d597fa-2411-4930-a621-c7efbe787840,e991604b-73a8-4363-af24-6423a17c4911,ALESTI,ALESTI  feat.  Wind Walkers ,Flawed Design - ALESTI  feat.  Wind Walkers 
305,60d597fa-2411-4930-a621-c7efbe787840,e991604b-73a8-4363-af24-6423a17c4911,Wind Walkers,ALESTI  feat.  Wind Walkers ,Flawed Design - ALESTI  feat.  Wind Walkers 
306,55954ffa-1891-4864-9319-7aa14ece7585,18361a1d-8980-476d-8fe5-c821a4ab3cd3,Wind Walkers,Wind Walkers,Almost Ecstasy - Wind Walkers
307,cf88800b-9dff-4ce7-adb1-346daf6add3f,c691f7de-e2cb-4c51-ad71-b8a8999550b4,Wind Walkers,Wind Walkers,Hangfire - Wind Walkers
308,7bbd5592-c209-4507-8d6f-b4d64882594e,598967b9-eb12-4dcf-b4ba-c19de63935c0,Wind Walkers,Wind Walkers,Dead Talk - Wind Walkers
309,1beba9f8-e0a8-4200-b910-d332966b801c,b82c266c-23ec-479f-9061-53156fb5d10a,Wind Walkers,Wind Walkers,The End Aesthetic - Wind Walkers
310,8daed2ee-aacc-41ac-883b-cff446dc62af,08bea1b3-be03-432f-8e94-a6b4b137bfea,Glass Animals,Glass Animals,The Other Side of Paradise - Glass Animals
311,07a86932-28d4-49c4-a002-812faa53e804,2b41baad-54e6-4b3b-aea8-30ac837590ab,Starset,Starset,My Demons - Starset
312,0c409c49-f54e-4f96-8adc-c6bd28578450,68bd4100-fb8f-4790-88ac-4267b8e4c9f9,Windwaker,Windwaker,Fractured State of Mind - Windwaker
313,4cabb5a6-caef-48eb-bfd2-2dba122151f8,338ad413-df43-461d-97e7-8c0a1b01c9b6,Windwaker,Windwaker,Get Out - Windwaker
314,f7c568f6-50a0-4a16-b9d3-43d07cafa1f3,66cd743a-df31-4627-a8ef-4df5721d55ef,21 Savage,"21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott ","Ghostface Killers - 21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott "
314,f7c568f6-50a0-4a16-b9d3-43d07cafa1f3,66cd743a-df31-4627-a8ef-4df5721d55ef,Offset,"21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott ","Ghostface Killers - 21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott "
314,f7c568f6-50a0-4a16-b9d3-43d07cafa1f3,66cd743a-df31-4627-a8ef-4df5721d55ef,Metro Boomin,"21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott ","Ghostface Killers - 21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott "
314,f7c568f6-50a0-4a16-b9d3-43d07cafa1f3,66cd743a-df31-4627-a8ef-4df5721d55ef,Travis Scott,"21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott ","Ghostface Killers - 21 Savage ,  Offset  &  Metro Boomin  feat.  Travis Scott "
315,df7d28aa-597d-4250-8f32-8b487ae66487,,,,Baked Chicken - So Supa
316,12e26720-2bf0-4cae-b532-cf0d12f7570c,9aaf6fdf-42d6-42bd-89f8-514d0c19edee,Future,"Future ,  Metro Boomin  &  Travis Scott ","Cinderella - Future ,  Metro Boomin  &  Travis Scott "
316,12e26720-2bf0-4cae-b532-cf0d12f7570c,9aaf6fdf-42d6-42bd-89f8-514d0c19edee,Metro Boomin,"Future ,  Metro Boomin  &  Travis Scott ","Cinderella - Future ,  Metro Boomin  &  Travis Scott "
316,12e26720-2bf0-4cae-b532-cf0d12f7570c,9aaf6fdf-42d6-42bd-89f8-514d0c19edee,Travis Scott,"Future ,  Metro Boomin  &  Travis Scott ","Cinderella - Future ,  Metro Boomin  &  Travis Scott "
317,d6f4bca4-91ad-49c0-ae27-96063ff965c4,e2528916-d0f1-40c9-add0-6d5e768fae94,Atreyu,Atreyu,The Beautiful Dark of Life - Atreyu
318,eb5aebf9-79be-4f06-81bc-7b39e753b040,b6def08c-cc45-4bc6-8b2a-03437174a286,HARDY,HARDY,TRUCK BED - HARDY
319,47f959ab-a501-4c5e-94f6-a496380b282d,45c0dbda-0abd-4d60-b62b-3aa1277226ff,BROCKHAMPTON,BROCKHAMPTON,JUNKY - BROCKHAMPTON
320,09b9b97e-fe8d-44a4-87db-9f9e3fe9ff6c,f078699c-9b68-4040-9ba4-b1e4f7d86598,Tame Impala,Tame Impala,"New Person, Same Old Mistakes - Tame Impala"
321,352a564e-6c77-4141-b412-c726c9adeb84,e9d2f48c-7525-4c71-8c5b-e62895d73884,Ski Mask the Slump God,Ski Mask the Slump God,Unbothered - Ski Mask the Slump God
322,7ae298b4-6c44-4d1d-8ebc-5abcbc91df83,,,,Bring It Back - Rich the Kid
323,2fd7062c-0995-4e82-a00d-c598a48730b8,18096680-abfb-4428-a914-7bc82ee61c6d,Vic Mensa,Vic Mensa,The Fire Next Time - Vic Mensa
324,161a043a-a5b4-4f68-af91-8cf4ed81e249,7132d445-e60e-4209-b12c-bbf0f0ed4b0d,Mountain,Mountain,Mississippi Queen - Mountain
325,8a2c2952-72be-4afb-a14f-e30c101ba5d6,41c65ec0-010f-4fa7-bb78-9ca827d3550d,Foo Fighters,Foo Fighters,Making a Fire - Foo Fighters
326,f77d9282-23a9-4616-ae3f-ef0cae09c191,63a5be40-2fdb-4c4f-bf14-b12b8bc55239,Drake,Drake  feat.  2 Chainz  &  Big Sean ,All Me - Drake  feat.  2 Chainz  &  Big Sean 
326,f77d9282-23a9-4616-ae3f-ef0cae09c191,63a5be40-2fdb-4c4f-bf14-b12b8bc55239,2 Chainz,Drake  feat.  2 Chainz  &  Big Sean ,All Me - Drake  feat.  2 Chainz  &  Big Sean 
326,f77d9282-23a9-4616-ae3f-ef0cae09c191,63a5be40-2fdb-4c4f-bf14-b12b8bc55239,Big Sean,Drake  feat.  2 Chainz  &  Big Sean ,All Me - Drake  feat.  2 Chainz  &  Big Sean 
327,749aad94-2999-4315-b755-83c83fea3008,3f3341ea-2219-4954-974d-c7717ce48af7,The Neighbourhood,The Neighbourhood  feat.  Skeme  &  OG Maco ,*NSTYNCT - The Neighbourhood  feat.  Skeme  &  OG Maco 
327,749aad94-2999-4315-b755-83c83fea3008,3f3341ea-2219-4954-974d-c7717ce48af7,Skeme,The Neighbourhood  feat.  Skeme  &  OG Maco ,*NSTYNCT - The Neighbourhood  feat.  Skeme  &  OG Maco 
327,749aad94-2999-4315-b755-83c83fea3008,3f3341ea-2219-4954-974d-c7717ce48af7,OG Maco,The Neighbourhood  feat.  Skeme  &  OG Maco ,*NSTYNCT - The Neighbourhood  feat.  Skeme  &  OG Maco 
328,1de83856-2cd6-428d-b765-60794d5380a9,69e8e32c-ca45-4a2d-91a0-971c5a0f8186,Set It Off,Set It Off,Lonely Dance - Set It Off
329,50889f91-fc24-44f6-8ce7-8f4ef33f9538,bf850680-3039-48b3-ae2c-82be332265ff,Drake,Drake,Right Hand - Drake
330,8c3c5b28-8312-4906-825c-fb63efe0543a,a0e3f404-3d7e-449e-81e8-ea2e15ae58a8,The Neighbourhood,The Neighbourhood,Female Robbery - The Neighbourhood
331,04af7d6e-0465-46f6-8aa2-e8dcb84892eb,,,,1111 - Luke Christopher
332,c2d25805-3d6d-4b35-b519-44b75f1fb3ec,89745cff-9f5d-4ae9-a719-4386c8265f60,Pell,Pell,Too Much of a Good Thing - Pell
333,23be3d59-1ca3-4a83-a278-09c572b7087c,1f1f1d47-4ec1-4ce5-a681-6ca08d11c079,Jason Aldean,Jason Aldean,Dirt Road Anthem - Jason Aldean
334,8b4d0c41-18d7-4c7b-8ab1-185da940c3ae,cfc0ced5-ade3-433a-81ca-823b2c011715,The Word Alive,The Word Alive,Thank You - The Word Alive
335,54d31258-35b5-4167-a6ee-292fbe4a07e5,daa72cc9-0a66-427d-b18f-2dd8df553164,Sleep Token,Sleep Token,Are You Really Okay? - Sleep Token
336,3a5a341d-d72b-4c4a-8635-eff1ad6e6677,0888b00f-9a49-4450-a11c-938aff07bd58,Sleep Token,Sleep Token,Dark Signs - Sleep Token
337,9edc7ea5-ec2d-47a2-91bb-dd5d1c3780a1,55a86513-da2d-4534-9662-870c5b0f5352,Sleep Token,Sleep Token,DYWTYLM - Sleep Token
338,b42e59c5-ecbe-4c99-b793-af04625abd90,eb5af8a1-7770-4f7d-acb8-196e0be2dac0,Sleep Token,Sleep Token,Drag Me Under - Sleep Token
339,341135c1-69db-4215-82ea-ad18d7e56728,cc039a5e-7842-4e30-92cc-0532b4f6822c,Sleep Theory,Sleep Theory,III - Sleep Theory
340,3b13cc19-e217-44ea-96bf-344bbf93052f,f110dbe1-6124-4b8b-b19e-159ab8194eef,Sleep Theory,Sleep Theory,Enough - Sleep Theory
341,efa6c040-41c1-46d5-bad9-9897be74a2ad,57014b95-d661-4a89-bf6c-cc707e45dff4,Sleep Theory,Sleep Theory,Stuck in My Head - Sleep Theory
342,f0711abf-ee23-4d3e-bbcc-dcc498e16c0f,a1046a80-a9ab-445b-a0b6-a5e4ca1b243f,Sleep Theory,Sleep Theory,Numb - Sleep Theory
343,b2b715ae-3a6a-4b8d-87d5-4a9a7691f9c7,73e931a1-579c-44de-84bf-8f7bfc3c9fab,Sleep Theory,Sleep Theory,Another Way - Sleep Theory
344,9650ac2f-6707-4b56-b989-15735ddc5416,5d8cd06d-916a-4aad-966b-9dba216861ab,Sleep Theory,Sleep Theory,Words Are Worthless - Sleep Theory
345,a03f9eea-01a8-499d-bb0a-7a32cc1dbf9c,de23705a-37c5-47d5-a842-8390fcb552da,Sleep Theory,Sleep Theory,Fallout - Sleep Theory
346,c4fcc722-9fae-4538-8658-1f7c4a33af5b,7236e478-3052-41a5-b411-b181f5b899d3,Sleep Theory,Sleep Theory,Static - Sleep Theory
347,e9cf1037-c688-4244-a463-ef9535b94a4d,754ec559-3aae-45d1-9c06-88428881df19,Sleep Theory,Sleep Theory,Gone or Staying - Sleep Theory
348,45554421-456a-49c0-ad8e-1ac6fb76e92e,35606333-58c7-49a9-849e-67ddeb30190a,Nevertel,Nevertel  feat.  Sleep Theory ,Break the Silence - Nevertel  feat.  Sleep Theory 
348,45554421-456a-49c0-ad8e-1ac6fb76e92e,35606333-58c7-49a9-849e-67ddeb30190a,Sleep Theory,Nevertel  feat.  Sleep Theory ,Break the Silence - Nevertel  feat.  Sleep Theory 
349,6e804d2c-ec9b-461a-af09-b25de4b134ec,0408c747-8682-4117-ab2b-5ecf011fed01,Sleep Theory,Sleep Theory,Paralyzed - Sleep Theory
350,45b5ed8f-d19e-466b-9b1f-f27fdc1e5820,859d33b5-9cb3-423d-bcf9-a652d02734d7,Sleep Theory,Sleep Theory,It’s Over - Sleep Theory
351,6343a513-fe10-450d-9700-5d0f6b883ade,cb8251ae-67ba-45ff-a937-172502bc5b11,J. Cole,J. Cole,Ocean Way - J. Cole
352,78cc8592-dc65-4149-a447-1b27be0769ce,4d603b04-cf23-4493-885a-d135c8215616,J. Cole,J. Cole,and the whole world is the Ville - J. Cole
353,46e22bc6-373e-4129-889e-1da211c022d1,a2625b61-ab44-4743-a4c3-220aa9d1623e,J. Cole,J. Cole,Quik Stop - J. Cole
354,1025b9c5-7e2d-446d-91bf-ec62443e830f,30e8eaff-c859-4f0a-bb05-6745a55bff0f,J. Cole,J. Cole  with  Morray ,What If - J. Cole  with  Morray 
354,1025b9c5-7e2d-446d-91bf-ec62443e830f,30e8eaff-c859-4f0a-bb05-6745a55bff0f,Morray,J. Cole  with  Morray ,What If - J. Cole  with  Morray 
355,793ff947-141b-4065-bdb3-8f1168271750,3bb9e2b4-6618-4d6f-af39-ead88bae34e9,J. Cole,J. Cole,I Love Her Again - J. Cole
356,41b64430-01e2-405a-9ac7-47947df44a1a,c40812ba-b9be-4d58-b961-09db083c4ad5,J. Cole,J. Cole,Man Up Above - J. Cole
357,70bcf06f-09e8-4802-92c4-1b523a1613d9,bb01dc05-dfc7-4869-ab05-0c24de487b34,J. Cole,J. Cole  with  Burna Boy ,Only You - J. Cole  with  Burna Boy 
357,70bcf06f-09e8-4802-92c4-1b523a1613d9,bb01dc05-dfc7-4869-ab05-0c24de487b34,Burna Boy,J. Cole  with  Burna Boy ,Only You - J. Cole  with  Burna Boy 
358,1a670a5e-2d2a-4857-94a8-6c3502f3fd37,9854802b-2108-46d5-a512-ba126725b034,J. Cole,J. Cole,Life Sentence - J. Cole
359,7bc6a993-f731-492d-8920-dea991311683,f957d1f4-e81c-4766-9585-a1611d4231d5,J. Cole,J. Cole  with  Petey Pablo ,Old Dog - J. Cole  with  Petey Pablo 
359,7bc6a993-f731-492d-8920-dea991311683,f957d1f4-e81c-4766-9585-a1611d4231d5,Petey Pablo,J. Cole  with  Petey Pablo ,Old Dog - J. Cole  with  Petey Pablo 
360,8c5da1d8-b5b3-4a95-92b4-67715e6bc298,e5ff4b85-7ced-48a6-994b-f334db32749f,J. Cole,J. Cole  with  Erykah Badu ,The Villest - J. Cole  with  Erykah Badu 
360,8c5da1d8-b5b3-4a95-92b4-67715e6bc298,e5ff4b85-7ced-48a6-994b-f334db32749f,Erykah Badu,J. Cole  with  Erykah Badu ,The Villest - J. Cole  with  Erykah Badu 
361,264371f7-0841-48dc-8b19-0c01defc390e,fd69efd1-fce5-49aa-96b6-c10c51d3404b,J. Cole,J. Cole,The Fall-Off is Inevitable - J. Cole
362,be6f8e2f-cea0-47c8-ad2d-383ef5bc4173,d6941262-1e59-438d-a768-3c41eaef6817,J. Cole,J. Cole,39 Intro - J. Cole
363,756579c7-4ef0-4724-a7a1-ad4b43636b41,0ee11164-dd40-4d62-b44e-f8966232629c,J. Cole,J. Cole,Lonely at the Top - J. Cole
364,699c8916-9a80-4cfd-81fa-d428cc3a1828,2b610050-12ca-4fc3-aa55-09c06db7bd53,J. Cole,J. Cole,Bombs in the Ville / Hit the Gas - J. Cole
365,f4be0dc6-7d3a-4bff-ae0e-0a4be0528b5e,c8fcb48e-18af-48b6-b634-0fc0e3032d73,J. Cole,J. Cole,The Let Out - J. Cole
366,4e9decb6-b44b-4dc6-9d3c-bb4152c4dd46,dbac67b6-0235-4d30-a8be-b7220afb1cb0,J. Cole,J. Cole,Drum n Bass - J. Cole
367,0138fb1d-a46f-448f-aeaa-94ee84a4cd96,bafa571a-abdf-4d56-9f11-603e4887bf92,J. Cole,J. Cole,WHO TF IZ U - J. Cole
368,23363598-87cc-4c1e-820c-a80f1245180a,3efaab32-5731-4d5e-bd64-a5aa887035a2,J. Cole,J. Cole  with  Future  &  Tems ,Bunce Road Blues - J. Cole  with  Future  &  Tems 
368,23363598-87cc-4c1e-820c-a80f1245180a,3efaab32-5731-4d5e-bd64-a5aa887035a2,Future,J. Cole  with  Future  &  Tems ,Bunce Road Blues - J. Cole  with  Future  &  Tems 
368,23363598-87cc-4c1e-820c-a80f1245180a,3efaab32-5731-4d5e-bd64-a5aa887035a2,Tems,J. Cole  with  Future  &  Tems ,Bunce Road Blues - J. Cole  with  Future  &  Tems 
369,2d61b1d7-7e02-45e7-a826-9039ea3627b2,978435e7-dd9f-43de-b198-70b93110de07,J. Cole,J. Cole  with  PJ ,Legacy - J. Cole  with  PJ 
369,2d61b1d7-7e02-45e7-a826-9039ea3627b2,978435e7-dd9f-43de-b198-70b93110de07,PJ,J. Cole  with  PJ ,Legacy - J. Cole  with  PJ 
370,a9cf4104-d7bc-4694-bcad-cbd570b76723,c04be46a-a86d-46ff-8ef2-c0beb53dc42e,J. Cole,J. Cole,Poor Thang - J. Cole
371,97b3c44e-e723-475a-809d-483ecd7f9719,123a26b4-f63c-40e2-ac3d-01270cee8e20,J. Cole,J. Cole  with  Future ,Run a Train - J. Cole  with  Future 
371,97b3c44e-e723-475a-809d-483ecd7f9719,123a26b4-f63c-40e2-ac3d-01270cee8e20,Future,J. Cole  with  Future ,Run a Train - J. Cole  with  Future 
372,9fa503c6-ce2c-4cbb-bfb8-33fa517402ca,7d3c6244-12c2-48b8-a17d-c71540d2432c,J. Cole,J. Cole,SAFETY - J. Cole
373,fef3cc28-974d-46b1-8885-daa4ff0a88c9,3c7c65b5-e137-406c-a454-5dc140ace1cc,J. Cole,J. Cole,Two Six - J. Cole
374,ef0736d3-87ce-45a0-af8b-16a0323a03d1,adab6b50-0d3d-4ae3-b19d-7d96b8d53d86,J. Cole,J. Cole,29 Intro - J. Cole
375,8343fa04-132e-41d8-b91b-b08a00285488,58301927-8817-4237-83e3-d932cfa5cee7,Drake,Drake,Search & Rescue - Drake
376,4a3739c1-fb9e-4113-a152-bb1bcd415258,e076d6a4-c6ff-4005-ba0e-0d41574b560b,The Home Team,The Home Team,Slow Bloom - The Home Team
377,76265aa6-e22e-45f7-ab7a-746ed384b2d1,882ae265-e549-47cd-97fd-3449ba37fe05,Bayside,Bayside,Devotion and Desire - Bayside
378,0c966b46-e333-410c-b19b-69ceb3dc7643,b839c98c-6d80-404b-9170-2227bc2439d0,SAVE US,SAVE US,Descend - SAVE US
379,a5796b87-1df8-4589-9353-260261e7428b,c903c97d-5bb4-40bd-b2d4-1d4adfb092a0,Siamese,Siamese,B.A.N.A.N.A.S - Siamese
