,recording_mbid,genres
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,conscious hip hop
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,trap
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,pop
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,west coast hip hop
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,hip hop
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,2010s
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,rap
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,r&b
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,conscious rapper
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,contemporary rap
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,jazz
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,pop rap
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,future bass
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,dance
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,house
580,9b75b02f-942f-4b5b-83fa-0aeab2f236de,progressive rap
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,alternative/indie rock
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,experimental
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,math rock
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,metalcore
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,post-hardcore
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,pop
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,rock
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,emo
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,emocore
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,screamo
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,hardcore
581,9bb1b3b2-93da-4601-b68f-ba60fe7ebf2f,swancore
582,9c78fe42-c3ac-4ea3-b6af-e5b7e397a30f,post-metal
582,9c78fe42-c3ac-4ea3-b6af-e5b7e397a30f,progressive metal
582,9c78fe42-c3ac-4ea3-b6af-e5b7e397a30f,djent
582,9c78fe42-c3ac-4ea3-b6af-e5b7e397a30f,ambient
582,9c78fe42-c3ac-4ea3-b6af-e5b7e397a30f,metalcore
582,9c78fe42-c3ac-4ea3-b6af-e5b7e397a30f,alternative metal
583,9d1f7b1a-b61b-4a0f-a2ad-88bfcb27765e,metalcore
583,9d1f7b1a-b61b-4a0f-a2ad-88bfcb27765e,post-metalcore
583,9d1f7b1a-b61b-4a0f-a2ad-88bfcb27765e,metal
583,9d1f7b1a-b61b-4a0f-a2ad-88bfcb27765e,post-hardcore
584,9db22a17-d40e-46f2-a07a-38554cec793e,pop punk
584,9db22a17-d40e-46f2-a07a-38554cec793e,hard rock
584,9db22a17-d40e-46f2-a07a-38554cec793e,pop rock
584,9db22a17-d40e-46f2-a07a-38554cec793e,emo pop
584,9db22a17-d40e-46f2-a07a-38554cec793e,alternative rock
585,9e0f4abb-0026-4e0f-8514-eff7a6260cce,hip hop
585,9e0f4abb-0026-4e0f-8514-eff7a6260cce,trap
585,9e0f4abb-0026-4e0f-8514-eff7a6260cce,southern hip hop
585,9e0f4abb-0026-4e0f-8514-eff7a6260cce,rapper
586,9e114784-ffbd-4f1f-9165-ccd1448ec839,alternative rock
586,9e114784-ffbd-4f1f-9165-ccd1448ec839,pop rock
586,9e114784-ffbd-4f1f-9165-ccd1448ec839,rock
587,9e820e5e-6964-4ac0-9e43-5cbd858bb951,indie pop
587,9e820e5e-6964-4ac0-9e43-5cbd858bb951,tumblr
587,9e820e5e-6964-4ac0-9e43-5cbd858bb951,alternative rock
588,9ec60e63-b0ba-48fa-8f02-b83003bd3f27,
589,9ec974b9-ba99-434f-942a-99d6cc567933,folk pop
589,9ec974b9-ba99-434f-942a-99d6cc567933,pop
590,9f26dd50-aff9-4071-b074-1c41d9846555,alternative r&b
590,9f26dd50-aff9-4071-b074-1c41d9846555,progressive rock
590,9f26dd50-aff9-4071-b074-1c41d9846555,alternative pop
590,9f26dd50-aff9-4071-b074-1c41d9846555,art pop
590,9f26dd50-aff9-4071-b074-1c41d9846555,alternative metal
590,9f26dd50-aff9-4071-b074-1c41d9846555,progressive metal
590,9f26dd50-aff9-4071-b074-1c41d9846555,djent
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,hip hop
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,house
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,rage
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,screamo
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,alternative rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,2010s
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,post-hardcore
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,east coast hip hop
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,hard rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,alternative/indie rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,deathcore
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,trap
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,metalcore
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,nu metal
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,alternative metal
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,psychedelic rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,cloud rap
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,drum and bass
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,millennial
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,electronic rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,pop rock
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,melodic metalcore
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,emo
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,emo rap
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,pop rap
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,2020s
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,pop
591,9f331d71-12ee-46c8-b155-b3828e4cfd7e,electronic
592,9f8755f0-f7b7-428a-842c-2f445ae46626,country
592,9f8755f0-f7b7-428a-842c-2f445ae46626,country
592,9f8755f0-f7b7-428a-842c-2f445ae46626,country pop
592,9f8755f0-f7b7-428a-842c-2f445ae46626,2020s
593,9fb70338-01ac-4e97-abd1-1309b668a93b,nu metal
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,alternative ccm
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,metalcore
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,heavy metal
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,emo
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,crabcore
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,rock
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,screamo
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,electronic
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,pop
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,post-hardcore
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,electronicore
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,alternative/indie rock
594,9fc001da-c73a-4be0-9f93-53232e8ce50e,religious
595,9fe91458-11d1-4f9b-95c8-6cb0ef5d9cfd,metalcore
595,9fe91458-11d1-4f9b-95c8-6cb0ef5d9cfd,alternative metal
596,a0292b29-0855-45f4-a78a-2427656585dc,trap
596,a0292b29-0855-45f4-a78a-2427656585dc,cloud rap
596,a0292b29-0855-45f4-a78a-2427656585dc,neo soul
596,a0292b29-0855-45f4-a78a-2427656585dc,hip hop
596,a0292b29-0855-45f4-a78a-2427656585dc,soul
596,a0292b29-0855-45f4-a78a-2427656585dc,pop rap
596,a0292b29-0855-45f4-a78a-2427656585dc,r&b
596,a0292b29-0855-45f4-a78a-2427656585dc,alternative r&b
596,a0292b29-0855-45f4-a78a-2427656585dc,experimental hip hop
596,a0292b29-0855-45f4-a78a-2427656585dc,east coast hip hop
596,a0292b29-0855-45f4-a78a-2427656585dc,hardcore hip hop
597,a02e1d28-bdf9-4162-8e95-8d415d2e5416,progressive metalcore
597,a02e1d28-bdf9-4162-8e95-8d415d2e5416,australian
597,a02e1d28-bdf9-4162-8e95-8d415d2e5416,metalcore
597,a02e1d28-bdf9-4162-8e95-8d415d2e5416,progressive metal
597,a02e1d28-bdf9-4162-8e95-8d415d2e5416,alternative metal
598,a0351e9f-24c5-4e11-92b5-07c900d53521,hard rock
598,a0351e9f-24c5-4e11-92b5-07c900d53521,metalcore
599,a041a8dc-40ef-4331-b95b-7c0d2174bab8,
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,alternative hip hop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,progressive rap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,pop rap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,dance
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,conscious rapper
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,jazz
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,conscious hip hop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,house
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,electronic
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,jazz rap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,pop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,pop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,american
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,2020s
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,2010s
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,future bass
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,alternative r&b
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,contemporary rap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,hip hop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,rap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,hardcore hip hop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,disco
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,r&b
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,gangsta rap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,neo soul
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,hip hop soul
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,trap
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,west coast hip hop
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,r&b
600,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,contemporary r&b
601,a0aca77f-6899-43dc-bb83-e9a6b7e54967,
602,a0c8151c-bd07-44a4-8186-44caad84a4ff,
603,a0d4c789-afe1-4552-b078-57f8f4611a24,hard rock
603,a0d4c789-afe1-4552-b078-57f8f4611a24,metalcore
604,a0e3f404-3d7e-449e-81e8-ea2e15ae58a8,indie pop
604,a0e3f404-3d7e-449e-81e8-ea2e15ae58a8,alternative rock
604,a0e3f404-3d7e-449e-81e8-ea2e15ae58a8,tumblr
605,a1046a80-a9ab-445b-a0b6-a5e4ca1b243f,nu metal
605,a1046a80-a9ab-445b-a0b6-a5e4ca1b243f,hard rock
605,a1046a80-a9ab-445b-a0b6-a5e4ca1b243f,alternative metal
605,a1046a80-a9ab-445b-a0b6-a5e4ca1b243f,rock
606,a16c1d19-9af2-4fce-8c48-6fb9a91be1bd,trap
606,a16c1d19-9af2-4fce-8c48-6fb9a91be1bd,southern hip hop
606,a16c1d19-9af2-4fce-8c48-6fb9a91be1bd,southern hip hop
606,a16c1d19-9af2-4fce-8c48-6fb9a91be1bd,hip hop
606,a16c1d19-9af2-4fce-8c48-6fb9a91be1bd,hip hop
606,a16c1d19-9af2-4fce-8c48-6fb9a91be1bd,rapper
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,southern hip hop
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,trap
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,hip hop
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,trap metal
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,underground
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,conscious hip hop
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,hardcore hip hop
607,a1a42f8a-bef2-4611-826a-254928e4a2ad,rap
608,a1b03541-996c-4a2d-8164-648ba079bc93,alternative r&b
608,a1b03541-996c-4a2d-8164-648ba079bc93,alternative pop
608,a1b03541-996c-4a2d-8164-648ba079bc93,djent
608,a1b03541-996c-4a2d-8164-648ba079bc93,progressive rock
608,a1b03541-996c-4a2d-8164-648ba079bc93,art pop
608,a1b03541-996c-4a2d-8164-648ba079bc93,progressive metal
608,a1b03541-996c-4a2d-8164-648ba079bc93,alternative metal
609,a2625b61-ab44-4743-a4c3-220aa9d1623e,rap
609,a2625b61-ab44-4743-a4c3-220aa9d1623e,hip hop
610,a3230741-c122-4c51-9e71-de83983b8a07,2020s
610,a3230741-c122-4c51-9e71-de83983b8a07,2010s
610,a3230741-c122-4c51-9e71-de83983b8a07,easycore
610,a3230741-c122-4c51-9e71-de83983b8a07,post-hardcore
610,a3230741-c122-4c51-9e71-de83983b8a07,millennial
610,a3230741-c122-4c51-9e71-de83983b8a07,melodic hardcore
610,a3230741-c122-4c51-9e71-de83983b8a07,rock
611,a3262258-9aa4-457d-a71b-5e7971a12610,progressive rock
611,a3262258-9aa4-457d-a71b-5e7971a12610,progressive metal
611,a3262258-9aa4-457d-a71b-5e7971a12610,alternative pop
611,a3262258-9aa4-457d-a71b-5e7971a12610,alternative metal
611,a3262258-9aa4-457d-a71b-5e7971a12610,alternative r&b
611,a3262258-9aa4-457d-a71b-5e7971a12610,art pop
611,a3262258-9aa4-457d-a71b-5e7971a12610,djent
612,a3277434-6c21-43b1-8dac-ac59491a7d9e,rock
613,a423ee66-14e0-454f-9940-dd14c6a5f0f0,tumblr
613,a423ee66-14e0-454f-9940-dd14c6a5f0f0,indie pop
613,a423ee66-14e0-454f-9940-dd14c6a5f0f0,alternative rock
614,a451af21-a4a0-42e5-9ef7-9f0155c7e699,
615,a45225e6-b89d-4df6-96d4-c033b35b7ad9,alternative
615,a45225e6-b89d-4df6-96d4-c033b35b7ad9,alternative pop
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,alternative r&b
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,contemporary r&b
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,pop
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,synth-pop
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,hypnagogic pop
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,dance-pop
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,2020s
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,2010s
616,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,r&b
617,a4a8bd2f-b0e4-4b94-8e84-88c6cbe2258d,indie pop
617,a4a8bd2f-b0e4-4b94-8e84-88c6cbe2258d,alternative rock
617,a4a8bd2f-b0e4-4b94-8e84-88c6cbe2258d,pop
617,a4a8bd2f-b0e4-4b94-8e84-88c6cbe2258d,pop rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,pop
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,psychedelic rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,pop rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,emo
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,hard rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,nu metal
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,metalcore
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,alternative metal
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,melodic metalcore
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,electronic
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,screamo
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,alternative rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,alternative/indie rock
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,post-hardcore
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,house
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,deathcore
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,drum and bass
618,a57d030d-24a5-4ba5-a4ac-fc3e3587d4bd,electronic rock
619,a6270453-3f75-4436-8f8d-e0144a60d6f4,
620,a6369671-2108-4c52-8680-dc03f74a9497,alternative rock
620,a6369671-2108-4c52-8680-dc03f74a9497,alternative metal
620,a6369671-2108-4c52-8680-dc03f74a9497,nu metal
620,a6369671-2108-4c52-8680-dc03f74a9497,hard rock
620,a6369671-2108-4c52-8680-dc03f74a9497,rap rock
620,a6369671-2108-4c52-8680-dc03f74a9497,pop rock
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,rock
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,2010s
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,2020s
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,melodic hardcore
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,millennial
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,post-hardcore
621,a66337b3-7b47-449a-ad2f-ebbdc6ceac35,easycore
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,alternative metal
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,emocore
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,melodic metalcore
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,emo
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,metal
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,rock
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,post-hardcore
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,electronic rock
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,electronicore
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,hard rock
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,metalcore
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,alternative rock
622,a77a155a-0e2e-48ee-bfde-58577b5c1b24,electronic
623,a7df1c60-3005-4c22-9935-c650c363b28d,post-hardcore
623,a7df1c60-3005-4c22-9935-c650c363b28d,metalcore
623,a7df1c60-3005-4c22-9935-c650c363b28d,hardcore
623,a7df1c60-3005-4c22-9935-c650c363b28d,alternative rock
624,a8048abf-9f6b-4c83-8ff4-b388ff22c028,red dirt
624,a8048abf-9f6b-4c83-8ff4-b388ff22c028,country
625,a863bd47-cc3e-473f-a292-c5f615536a3c,tumblr
625,a863bd47-cc3e-473f-a292-c5f615536a3c,indie pop
625,a863bd47-cc3e-473f-a292-c5f615536a3c,alternative rock
626,a9e1c02c-3dd7-41e2-a3b6-35cb543ca9e7,metalcore
627,aa7dd583-1cc5-41df-ba85-e847325b9765,alternative metal
627,aa7dd583-1cc5-41df-ba85-e847325b9765,alternative rock
627,aa7dd583-1cc5-41df-ba85-e847325b9765,heavy metal
627,aa7dd583-1cc5-41df-ba85-e847325b9765,hard rock
627,aa7dd583-1cc5-41df-ba85-e847325b9765,progressive metal
627,aa7dd583-1cc5-41df-ba85-e847325b9765,rock
627,aa7dd583-1cc5-41df-ba85-e847325b9765,progressive rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,french touch
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,alternative dance
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,australia
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,remix
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,indie rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,indietronica
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,cover
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,chill
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,dance music
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,neo-psychedelic
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,alternative/indie rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,psychedellic rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,left-field pop
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,neo-disco
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,perth
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,dream pop
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,neo-psychedelia
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,space rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,psychedelic pop
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,leftfield
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,psychedelic
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,psychedelic rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,synth-pop
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,alternative
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,electronic
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,french
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,indie
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,dance
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,house
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,electro
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,france
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,français
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,european
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,electro house
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,australian
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,alternative rock
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,french house
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,new rave
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,nu disco
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,synthwave
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,pop
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,french electro
628,aadeced3-ae64-4ef7-afce-2d72cfddfd80,electro-disco
629,ab1512fc-bea3-4723-9722-bd84fd256659,left-field rap
629,ab1512fc-bea3-4723-9722-bd84fd256659,house
629,ab1512fc-bea3-4723-9722-bd84fd256659,conscious hip hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,southern hip-hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,contemporary rap
629,ab1512fc-bea3-4723-9722-bd84fd256659,experimental hip hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,pop rap
629,ab1512fc-bea3-4723-9722-bd84fd256659,underground hip hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,hardcore hip hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,southern rap
629,ab1512fc-bea3-4723-9722-bd84fd256659,hip hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,alternative hip hop
629,ab1512fc-bea3-4723-9722-bd84fd256659,alternative r&b
629,ab1512fc-bea3-4723-9722-bd84fd256659,future bass
629,ab1512fc-bea3-4723-9722-bd84fd256659,contemporary r&b
629,ab1512fc-bea3-4723-9722-bd84fd256659,trap
630,ab16aae4-3471-4acd-94e8-f48a14366da4,post-hardcore
630,ab16aae4-3471-4acd-94e8-f48a14366da4,alternative metal
631,ab443b01-63ef-457e-b86c-202c93cc113e,tumblr
631,ab443b01-63ef-457e-b86c-202c93cc113e,indie pop
631,ab443b01-63ef-457e-b86c-202c93cc113e,alternative rock
632,ab692ca0-8b01-4d7e-8177-b1a2d074ee96,hard rock
632,ab692ca0-8b01-4d7e-8177-b1a2d074ee96,country
632,ab692ca0-8b01-4d7e-8177-b1a2d074ee96,country pop
633,ab923db7-0df4-42fb-8d76-29271a8da134,hardcore hip hop
633,ab923db7-0df4-42fb-8d76-29271a8da134,trap
633,ab923db7-0df4-42fb-8d76-29271a8da134,west coast hip hop
633,ab923db7-0df4-42fb-8d76-29271a8da134,gangsta rap
633,ab923db7-0df4-42fb-8d76-29271a8da134,hip hop
634,abae80a9-e692-49a0-8f5a-cc05fc9f3a9f,alternative country
634,abae80a9-e692-49a0-8f5a-cc05fc9f3a9f,country
634,abae80a9-e692-49a0-8f5a-cc05fc9f3a9f,americana
634,abae80a9-e692-49a0-8f5a-cc05fc9f3a9f,red dirt
635,abf7b90e-4bda-4d54-b6e6-e5afa8ad85f5,alternative rock
635,abf7b90e-4bda-4d54-b6e6-e5afa8ad85f5,hard rock
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,contemporary r&b
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,jazz
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,progressive rap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,disco
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,house
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,dance
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,future bass
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,contemporary rap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,conscious rapper
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,2010s
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,2020s
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,gangsta rap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,alternative hip hop
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,hardcore hip hop
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,conscious hip hop
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,jazz rap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,west coast hip hop
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,hip hop
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,pop rap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,trap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,pop
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,rap
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,r&b
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,electronic
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,american
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,alternative r&b
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,r&b
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,neo soul
636,ac19684f-febb-47ae-8d5f-72a4c4c1aa3d,hip hop soul
